hour,dayofweek,is_weekend,temp_C,humidity_pct,rain_mm,rain_flag,outage_prob_model,duration_off_hours,power_lag1,power_lag24,temp_rolling3,location_Enugu,location_Lagos,location_Nsukka
4,0,0,33.05,46.2,0.0,0,0.306,0,1.0,1.0,29.286666666666672,False,True,False
7,0,0,35.44,50.0,0.0,0,0.4,1,1.0,0.0,32.99333333333333,False,True,False
10,0,0,30.65,54.3,0.0,0,0.445,1,0.0,1.0,33.046666666666674,False,True,False
13,0,0,25.27,60.7,0.17,1,0.616,0,0.0,0.0,30.453333333333337,False,True,False
16,0,0,21.75,81.0,0.0,0,0.393,0,1.0,1.0,25.890000000000004,False,True,False
19,0,0,22.91,78.5,0.69,1,0.733,0,1.0,0.0,23.310000000000002,False,True,False
22,0,0,23.36,64.8,0.0,0,0.541,1,1.0,1.0,22.673333333333336,False,True,False
1,1,0,29.45,56.4,0.0,0,0.433,0,0.0,0.0,25.240000000000006,False,True,False
4,1,0,30.93,41.5,0.0,0,0.512,5,1.0,0.0,27.913333333333338,False,True,False
7,1,0,34.07,48.6,0.0,0,0.438,3,0.0,1.0,31.483333333333338,False,True,False
10,1,0,31.3,50.1,0.0,0,0.341,0,0.0,0.0,32.1,False,True,False
13,1,0,27.88,68.3,0.0,0,0.446,1,1.0,1.0,31.083333333333343,False,True,False
16,1,0,22.05,71.8,0.27,1,0.543,5,0.0,0.0,27.07666666666667,False,True,False
19,1,0,23.92,83.0,0.0,0,0.559,2,0.0,1.0,24.616666666666674,False,True,False
22,1,0,25.89,63.7,0.0,0,0.575,1,0.0,1.0,23.953333333333337,False,True,False
1,2,0,28.63,60.8,0.0,0,0.424,1,0.0,1.0,26.146666666666675,False,True,False
4,2,0,35.01,56.0,0.0,0,0.384,1,0.0,1.0,29.843333333333337,False,True,False
7,2,0,34.63,37.9,0.0,0,0.358,0,0.0,1.0,32.75666666666667,False,True,False
10,2,0,32.07,54.1,0.0,0,0.409,0,1.0,0.0,33.90333333333334,False,True,False
13,2,0,24.12,63.6,0.0,0,0.393,0,1.0,1.0,30.27333333333334,False,True,False
16,2,0,22.73,69.9,0.0,0,0.445,6,1.0,0.0,26.306666666666672,False,True,False
19,2,0,21.09,73.2,0.0,0,0.449,0,0.0,0.0,22.646666666666672,False,True,False
22,2,0,23.41,67.5,0.0,0,0.578,0,1.0,0.0,22.410000000000007,False,True,False
1,3,0,29.24,50.1,0.0,0,0.34,2,1.0,1.0,24.580000000000002,False,True,False
4,3,0,32.49,46.6,0.02,1,0.58,1,0.0,1.0,28.380000000000006,False,True,False
7,3,0,34.48,36.2,0.0,0,0.431,1,0.0,0.0,32.07,False,True,False
10,3,0,31.57,50.6,0.66,1,0.536,1,0.0,0.0,32.84666666666667,False,True,False
13,3,0,25.58,62.6,0.0,0,0.39,0,0.0,1.0,30.543333333333337,False,True,False
16,3,0,21.33,73.8,0.0,0,0.42,0,1.0,1.0,26.160000000000007,False,True,False
19,3,0,20.51,76.8,1.08,1,0.698,0,1.0,1.0,22.47333333333334,False,True,False
22,3,0,23.56,67.2,0.0,0,0.606,0,1.0,0.0,21.8,False,True,False
1,4,0,28.86,49.4,0.0,0,0.421,0,1.0,1.0,24.310000000000002,False,True,False
4,4,0,34.55,46.6,0.0,0,0.376,1,1.0,0.0,28.99,False,True,False
7,4,0,34.92,47.5,0.0,0,0.416,6,0.0,0.0,32.77666666666667,False,True,False
10,4,0,32.11,49.0,0.0,0,0.473,1,0.0,1.0,33.86000000000001,False,True,False
13,4,0,24.32,67.3,0.0,0,0.3,0,0.0,0.0,30.450000000000006,False,True,False
16,4,0,24.9,78.6,0.0,0,0.324,0,1.0,0.0,27.110000000000003,False,True,False
19,4,0,22.66,75.7,0.0,0,0.534,3,1.0,0.0,23.960000000000004,False,True,False
22,4,0,26.02,64.8,0.0,0,0.501,6,0.0,0.0,24.52666666666667,False,True,False
1,5,1,29.85,54.1,1.09,1,0.616,1,0.0,0.0,26.176666666666673,False,True,False
4,5,1,33.19,44.7,0.0,0,0.474,0,0.0,0.0,29.68666666666667,False,True,False
7,5,1,35.44,45.7,0.0,0,0.357,0,1.0,1.0,32.826666666666675,False,True,False
10,5,1,30.12,51.9,2.11,1,0.686,2,1.0,1.0,32.91666666666667,False,True,False
13,5,1,26.63,69.9,0.0,0,0.447,1,0.0,1.0,30.73,False,True,False
16,5,1,21.71,69.4,0.0,0,0.506,1,0.0,0.0,26.153333333333336,False,True,False
19,5,1,21.75,69.7,0.06,1,0.699,1,0.0,1.0,23.363333333333333,False,True,False
22,5,1,24.75,58.0,0.0,0,0.618,0,0.0,1.0,22.736666666666668,False,True,False
1,6,1,28.85,54.7,0.0,0,0.474,1,1.0,0.0,25.116666666666674,False,True,False
4,6,1,34.56,53.6,0.0,0,0.51,0,0.0,0.0,29.386666666666674,False,True,False
7,6,1,35.13,43.0,0.0,0,0.514,2,1.0,0.0,32.84666666666667,False,True,False
10,6,1,30.7,58.4,0.0,0,0.439,0,0.0,0.0,33.463333333333345,False,True,False
13,6,1,27.31,70.7,0.0,0,0.46,0,1.0,1.0,31.04666666666667,False,True,False
16,6,1,21.66,72.5,0.0,0,0.48,0,1.0,1.0,26.556666666666672,False,True,False
19,6,1,23.0,60.6,1.35,1,0.792,0,1.0,1.0,23.990000000000006,False,True,False
22,6,1,24.51,60.5,0.0,0,0.567,0,1.0,1.0,23.056666666666672,False,True,False
1,0,0,28.88,53.3,0.0,0,0.362,0,1.0,1.0,25.46333333333334,False,True,False
4,0,0,32.04,39.7,0.48,1,0.59,1,1.0,0.0,28.476666666666674,False,True,False
7,0,0,34.71,45.7,0.0,0,0.351,0,0.0,0.0,31.876666666666676,False,True,False
10,0,0,30.23,56.8,0.0,0,0.417,0,1.0,0.0,32.326666666666675,False,True,False
13,0,0,27.38,63.6,0.44,1,0.622,4,1.0,1.0,30.77333333333334,False,True,False
16,0,0,22.18,68.6,1.1,1,0.585,1,0.0,1.0,26.596666666666675,False,True,False
19,0,0,24.67,70.0,0.0,0,0.448,2,0.0,0.0,24.74333333333334,False,True,False
22,0,0,26.22,72.5,0.0,0,0.57,0,0.0,0.0,24.356666666666673,False,True,False
1,1,0,29.73,52.6,0.0,0,0.473,0,1.0,0.0,26.87333333333334,False,True,False
4,1,0,33.4,51.5,0.0,0,0.437,0,1.0,1.0,29.783333333333335,False,True,False
7,1,0,31.32,51.9,0.0,0,0.385,0,1.0,1.0,31.483333333333338,False,True,False
10,1,0,30.43,60.6,0.0,0,0.433,0,1.0,0.0,31.71666666666667,False,True,False
13,1,0,27.46,54.2,3.21,1,0.507,1,1.0,0.0,29.736666666666668,False,True,False
16,1,0,23.47,69.2,0.0,0,0.475,0,0.0,0.0,27.120000000000005,False,True,False
19,1,0,23.12,73.0,0.0,0,0.487,0,1.0,0.0,24.683333333333337,False,True,False
22,1,0,25.01,71.8,1.82,1,0.692,1,1.0,1.0,23.866666666666674,False,True,False
1,2,0,29.23,59.7,0.0,0,0.371,0,0.0,0.0,25.786666666666672,False,True,False
4,2,0,31.82,49.2,0.0,0,0.396,0,1.0,1.0,28.68666666666667,False,True,False
7,2,0,34.54,39.7,2.7,1,0.642,2,1.0,0.0,31.863333333333333,False,True,False
10,2,0,32.88,48.9,0.0,0,0.346,1,0.0,1.0,33.080000000000005,False,True,False
13,2,0,25.34,68.8,0.0,0,0.387,0,0.0,1.0,30.920000000000005,False,True,False
16,2,0,20.6,74.9,1.72,1,0.582,1,1.0,1.0,26.273333333333337,False,True,False
19,2,0,21.98,78.5,0.0,0,0.577,0,0.0,1.0,22.640000000000004,False,True,False
22,2,0,22.87,70.9,0.0,0,0.517,1,1.0,1.0,21.816666666666666,False,True,False
1,3,0,29.54,65.7,0.0,0,0.458,0,0.0,1.0,24.79666666666667,False,True,False
4,3,0,32.42,55.8,0.0,0,0.35,4,1.0,0.0,28.27666666666667,False,True,False
7,3,0,32.44,51.7,0.0,0,0.355,0,0.0,1.0,31.46666666666667,False,True,False
10,3,0,31.04,61.1,0.0,0,0.4,0,1.0,1.0,31.96666666666667,False,True,False
13,3,0,27.61,62.5,4.14,1,0.518,1,1.0,0.0,30.363333333333333,False,True,False
16,3,0,22.51,71.9,3.99,1,0.666,2,0.0,0.0,27.053333333333338,False,True,False
19,3,0,24.88,80.7,0.0,0,0.66,0,0.0,0.0,25.000000000000004,False,True,False
22,3,0,23.62,63.1,0.0,0,0.531,1,1.0,1.0,23.670000000000005,False,True,False
1,4,0,31.44,48.9,3.26,1,0.523,0,0.0,1.0,26.646666666666672,False,True,False
4,4,0,31.89,45.7,0.0,0,0.367,0,1.0,1.0,28.983333333333338,False,True,False
7,4,0,32.3,42.0,0.0,0,0.474,0,1.0,1.0,31.87666666666667,False,True,False
10,4,0,31.34,49.3,0.0,0,0.419,0,1.0,1.0,31.843333333333337,False,True,False
13,4,0,27.22,65.0,0.0,0,0.333,0,1.0,0.0,30.286666666666672,False,True,False
16,4,0,22.64,67.5,0.0,0,0.521,1,1.0,1.0,27.066666666666674,False,True,False
19,4,0,22.44,78.2,0.0,0,0.548,0,0.0,1.0,24.100000000000005,False,True,False
22,4,0,25.51,74.4,0.0,0,0.509,2,1.0,0.0,23.530000000000005,False,True,False
1,5,1,28.13,47.9,0.0,0,0.418,0,0.0,1.0,25.360000000000003,False,True,False
4,5,1,34.99,56.1,0.0,0,0.472,0,1.0,1.0,29.54333333333334,False,True,False
7,5,1,35.73,40.4,0.0,0,0.425,0,1.0,0.0,32.95,False,True,False
10,5,1,32.82,58.1,1.68,1,0.653,0,1.0,0.0,34.51333333333334,False,True,False
13,5,1,27.66,60.9,0.0,0,0.382,0,1.0,1.0,32.07,False,True,False
16,5,1,22.63,69.0,0.25,1,0.654,0,1.0,0.0,27.703333333333337,False,True,False
19,5,1,24.33,67.5,0.0,0,0.674,2,1.0,1.0,24.873333333333335,False,True,False
22,5,1,23.67,58.7,0.0,0,0.497,0,0.0,0.0,23.54333333333334,False,True,False
1,6,1,29.41,59.2,1.74,1,0.685,1,1.0,1.0,25.803333333333338,False,True,False
4,6,1,36.01,52.3,0.0,0,0.509,4,0.0,0.0,29.696666666666673,False,True,False
7,6,1,35.92,41.6,0.0,0,0.447,0,0.0,1.0,33.78000000000001,False,True,False
10,6,1,29.79,60.7,0.75,1,0.629,0,1.0,1.0,33.90666666666667,False,True,False
13,6,1,26.21,63.2,0.0,0,0.488,0,1.0,0.0,30.640000000000004,False,True,False
16,6,1,22.76,78.0,0.0,0,0.431,0,1.0,0.0,26.25333333333334,False,True,False
19,6,1,20.97,74.7,0.0,0,0.686,0,1.0,1.0,23.313333333333336,False,True,False
22,6,1,24.76,72.7,0.0,0,0.521,0,1.0,0.0,22.830000000000002,False,True,False
1,0,0,29.44,52.0,0.0,0,0.372,0,1.0,1.0,25.056666666666672,False,True,False
4,0,0,32.79,50.1,0.0,0,0.39,0,1.0,1.0,28.99666666666667,False,True,False
7,0,0,33.45,52.7,0.0,0,0.428,3,1.0,1.0,31.893333333333334,False,True,False
10,0,0,31.4,51.1,0.0,0,0.435,5,0.0,1.0,32.546666666666674,False,True,False
13,0,0,26.24,56.6,4.35,1,0.56,0,0.0,1.0,30.363333333333333,False,True,False
16,0,0,24.59,79.4,0.0,0,0.387,0,1.0,0.0,27.41,False,True,False
19,0,0,23.58,63.7,2.02,1,0.707,1,1.0,1.0,24.80333333333333,False,True,False
22,0,0,24.17,70.6,0.0,0,0.599,2,0.0,0.0,24.113333333333333,False,True,False
1,1,0,29.96,62.3,3.27,1,0.624,1,0.0,1.0,25.903333333333336,False,True,False
4,1,0,33.65,53.2,0.0,0,0.428,0,0.0,1.0,29.26,False,True,False
7,1,0,34.03,39.8,0.0,0,0.33,1,1.0,1.0,32.546666666666674,False,True,False
10,1,0,30.58,65.0,0.0,0,0.372,3,0.0,1.0,32.75333333333333,False,True,False
13,1,0,27.9,64.6,0.0,0,0.443,0,0.0,1.0,30.83666666666667,False,True,False
16,1,0,24.95,72.3,0.04,1,0.556,4,1.0,1.0,27.810000000000002,False,True,False
19,1,0,23.06,70.0,0.0,0,0.494,2,0.0,0.0,25.30333333333333,False,True,False
22,1,0,25.09,64.9,0.06,1,0.738,1,0.0,1.0,24.36666666666667,False,True,False
1,2,0,30.33,55.8,0.0,0,0.391,0,0.0,0.0,26.16,False,True,False
4,2,0,33.25,56.2,0.17,1,0.533,0,1.0,0.0,29.556666666666672,False,True,False
7,2,0,32.93,52.5,0.0,0,0.404,1,1.0,1.0,32.17,False,True,False
10,2,0,31.81,45.2,0.0,0,0.349,1,0.0,1.0,32.663333333333334,False,True,False
13,2,0,27.71,72.8,0.0,0,0.39,0,0.0,1.0,30.816666666666666,False,True,False
16,2,0,22.28,74.6,0.0,0,0.363,3,1.0,1.0,27.26666666666667,False,True,False
19,2,0,23.2,81.1,0.0,0,0.554,0,0.0,1.0,24.396666666666665,False,True,False
22,2,0,23.52,70.8,0.0,0,0.523,0,1.0,1.0,23.000000000000004,False,True,False
1,3,0,29.12,49.4,0.0,0,0.372,0,1.0,1.0,25.28,False,True,False
4,3,0,32.33,41.7,4.28,1,0.567,1,1.0,1.0,28.323333333333334,False,True,False
7,3,0,34.25,38.8,0.0,0,0.278,0,0.0,0.0,31.900000000000006,False,True,False
10,3,0,31.29,56.5,0.0,0,0.376,0,1.0,0.0,32.623333333333335,False,True,False
13,3,0,27.04,62.2,0.0,0,0.452,0,1.0,1.0,30.860000000000003,False,True,False
16,3,0,21.47,72.4,0.0,0,0.411,0,1.0,1.0,26.600000000000005,False,True,False
19,3,0,22.63,73.7,1.5,1,0.706,1,1.0,0.0,23.713333333333335,False,True,False
22,3,0,22.15,64.6,0.0,0,0.514,3,0.0,0.0,22.083333333333332,False,True,False
1,4,0,31.36,54.8,0.79,1,0.49,4,0.0,0.0,25.38,False,True,False
4,4,0,33.39,51.8,0.0,0,0.44,0,0.0,1.0,28.96666666666667,False,True,False
7,4,0,35.86,43.9,0.0,0,0.325,1,1.0,0.0,33.53666666666667,False,True,False
10,4,0,32.91,54.0,0.0,0,0.438,0,0.0,0.0,34.053333333333335,False,True,False
13,4,0,25.72,59.8,0.0,0,0.375,2,1.0,1.0,31.496666666666666,False,True,False
16,4,0,24.11,77.7,0.85,1,0.636,1,0.0,0.0,27.58,False,True,False
19,4,0,22.51,67.1,0.0,0,0.52,0,0.0,0.0,24.113333333333333,False,True,False
22,4,0,26.59,71.7,0.0,0,0.589,1,1.0,0.0,24.403333333333336,False,True,False
1,5,1,30.7,55.9,0.0,0,0.483,1,0.0,1.0,26.599999999999998,False,True,False
4,5,1,31.36,46.9,0.0,0,0.482,1,0.0,1.0,29.549999999999997,False,True,False
7,5,1,36.37,46.6,0.0,0,0.502,0,0.0,0.0,32.81,False,True,False
10,5,1,31.31,48.6,0.0,0,0.426,0,1.0,0.0,33.01333333333333,False,True,False
13,5,1,26.08,64.3,0.0,0,0.538,0,1.0,1.0,31.25333333333333,False,True,False
16,5,1,21.24,73.8,0.0,0,0.347,3,1.0,0.0,26.209999999999997,False,True,False
19,5,1,21.68,74.4,0.0,0,0.54,1,0.0,1.0,23.0,False,True,False
22,5,1,25.63,68.6,0.0,0,0.473,1,0.0,1.0,22.849999999999998,False,True,False
1,6,1,30.82,55.7,0.0,0,0.578,0,0.0,1.0,26.043333333333337,False,True,False
4,6,1,32.77,44.7,0.0,0,0.442,0,1.0,0.0,29.74,False,True,False
7,6,1,32.16,49.8,0.0,0,0.47,0,1.0,1.0,31.916666666666668,False,True,False
10,6,1,31.02,57.5,0.0,0,0.529,0,1.0,1.0,31.983333333333334,False,True,False
13,6,1,27.95,65.3,0.0,0,0.451,2,1.0,1.0,30.376666666666665,False,True,False
16,6,1,23.01,73.1,0.0,0,0.501,2,0.0,1.0,27.326666666666668,False,True,False
19,6,1,21.53,74.5,0.0,0,0.549,1,0.0,0.0,24.163333333333338,False,True,False
22,6,1,24.42,65.6,2.37,1,0.713,1,0.0,0.0,22.986666666666668,False,True,False
1,0,0,29.36,47.7,0.0,0,0.376,0,0.0,0.0,25.103333333333335,False,True,False
4,0,0,30.85,55.7,0.0,0,0.318,0,1.0,1.0,28.210000000000004,False,True,False
7,0,0,33.62,38.3,0.0,0,0.402,0,1.0,0.0,31.276666666666667,False,True,False
10,0,0,30.76,41.5,0.0,0,0.503,0,1.0,1.0,31.743333333333336,False,True,False
13,0,0,26.29,72.5,0.0,0,0.438,0,1.0,0.0,30.223333333333333,False,True,False
16,0,0,22.03,86.3,0.0,0,0.371,5,1.0,0.0,26.36,False,True,False
19,0,0,20.18,76.5,2.92,1,0.639,2,0.0,1.0,22.833333333333332,False,True,False
22,0,0,25.63,69.0,0.0,0,0.53,0,0.0,0.0,22.613333333333333,False,True,False
1,1,0,29.99,41.6,0.0,0,0.455,0,1.0,0.0,25.266666666666666,False,True,False
4,1,0,33.43,42.2,0.0,0,0.427,2,1.0,0.0,29.683333333333334,False,True,False
7,1,0,35.49,48.6,0.0,0,0.363,0,0.0,1.0,32.97,False,True,False
10,1,0,32.24,55.9,0.0,0,0.405,1,1.0,1.0,33.720000000000006,False,True,False
13,1,0,26.31,67.6,0.38,1,0.616,3,0.0,1.0,31.346666666666668,False,True,False
16,1,0,21.82,71.9,2.04,1,0.612,7,0.0,0.0,26.790000000000003,False,True,False
19,1,0,22.74,77.7,0.0,0,0.511,1,0.0,0.0,23.623333333333335,False,True,False
22,1,0,26.29,67.3,0.0,0,0.452,0,0.0,0.0,23.616666666666664,False,True,False
1,2,0,30.05,58.8,0.0,0,0.339,0,1.0,1.0,26.36,False,True,False
4,2,0,33.26,48.9,0.0,0,0.425,2,1.0,1.0,29.866666666666664,False,True,False
7,2,0,34.8,48.1,0.0,0,0.369,1,0.0,1.0,32.70333333333333,False,True,False
10,2,0,30.49,53.7,1.32,1,0.521,0,0.0,1.0,32.85,False,True,False
13,2,0,25.81,70.4,0.0,0,0.408,0,1.0,0.0,30.366666666666664,False,True,False
16,2,0,22.39,76.3,0.82,1,0.718,1,1.0,0.0,26.23,False,True,False
19,2,0,21.42,76.8,0.0,0,0.598,1,0.0,0.0,23.206666666666667,False,True,False
22,2,0,25.75,65.0,0.0,0,0.455,0,0.0,0.0,23.186666666666667,False,True,False
1,3,0,29.27,55.0,1.24,1,0.623,1,1.0,1.0,25.48,False,True,False
4,3,0,31.01,51.7,0.0,0,0.414,1,0.0,1.0,28.676666666666666,False,True,False
7,3,0,32.81,44.0,0.0,0,0.374,1,0.0,1.0,31.03,False,True,False
10,3,0,33.31,42.7,0.84,1,0.541,1,0.0,1.0,32.37666666666667,False,True,False
13,3,0,27.05,58.2,0.0,0,0.376,0,0.0,1.0,31.05666666666667,False,True,False
16,3,0,21.71,76.3,0.0,0,0.447,2,1.0,0.0,27.35666666666667,False,True,False
19,3,0,22.46,71.0,0.76,1,0.743,0,0.0,0.0,23.74,False,True,False
22,3,0,27.41,72.8,0.0,0,0.469,0,1.0,1.0,23.860000000000003,False,True,False
1,4,0,30.28,52.2,0.53,1,0.608,2,1.0,1.0,26.71666666666667,False,True,False
4,4,0,34.73,46.4,6.16,1,0.489,0,0.0,0.0,30.80666666666667,False,True,False
7,4,0,32.89,38.3,0.0,0,0.402,1,1.0,1.0,32.63333333333333,False,True,False
10,4,0,31.49,49.8,0.0,0,0.4,0,0.0,0.0,33.03666666666667,False,True,False
13,4,0,25.76,65.5,0.0,0,0.461,0,1.0,0.0,30.046666666666667,False,True,False
16,4,0,22.44,77.7,0.0,0,0.348,0,1.0,0.0,26.563333333333333,False,True,False
19,4,0,21.35,69.2,0.0,0,0.422,0,1.0,0.0,23.183333333333337,False,True,False
22,4,0,24.14,71.0,0.0,0,0.482,1,1.0,1.0,22.643333333333334,False,True,False
1,5,1,28.23,65.1,0.0,0,0.433,0,0.0,1.0,24.573333333333334,False,True,False
4,5,1,32.97,51.1,2.64,1,0.601,3,1.0,0.0,28.44666666666667,False,True,False
7,5,1,35.87,42.6,0.0,0,0.475,0,0.0,0.0,32.35666666666666,False,True,False
10,5,1,31.82,50.7,0.0,0,0.459,1,1.0,1.0,33.553333333333335,False,True,False
13,5,1,23.03,62.2,0.0,0,0.461,0,0.0,1.0,30.24,False,True,False
16,5,1,23.78,76.2,0.44,1,0.69,1,1.0,0.0,26.209999999999997,False,True,False
19,5,1,23.62,74.9,0.82,1,0.721,1,0.0,0.0,23.47666666666667,False,True,False
22,5,1,23.58,70.8,0.31,1,0.764,2,0.0,1.0,23.66,False,True,False
1,6,1,26.99,63.2,0.0,0,0.449,2,0.0,0.0,24.73,False,True,False
4,6,1,34.51,43.6,0.0,0,0.464,0,0.0,0.0,28.359999999999996,False,True,False
7,6,1,33.96,45.2,0.62,1,0.495,0,1.0,0.0,31.819999999999997,False,True,False
10,6,1,32.39,54.8,0.21,1,0.671,2,1.0,0.0,33.62,False,True,False
13,6,1,26.34,57.6,0.7,1,0.667,2,0.0,1.0,30.896666666666665,False,True,False
16,6,1,22.96,70.9,0.0,0,0.476,0,0.0,0.0,27.23,False,True,False
19,6,1,21.57,84.2,0.0,0,0.513,1,1.0,1.0,23.623333333333335,False,True,False
22,6,1,25.66,66.9,0.48,1,0.683,1,0.0,1.0,23.396666666666665,False,True,False
1,0,0,28.07,59.7,0.0,0,0.463,0,0.0,0.0,25.100000000000005,False,True,False
4,0,0,34.13,39.3,0.0,0,0.426,1,1.0,1.0,29.286666666666665,False,True,False
7,0,0,33.44,42.1,0.0,0,0.329,1,0.0,0.0,31.88,False,True,False
10,0,0,29.96,61.3,1.25,1,0.559,0,0.0,1.0,32.51,False,True,False
13,0,0,26.35,56.1,0.0,0,0.45,1,1.0,1.0,29.916666666666668,False,True,False
16,0,0,22.09,75.3,1.18,1,0.59,1,0.0,1.0,26.133333333333336,False,True,False
19,0,0,22.33,75.0,0.01,1,0.643,2,0.0,1.0,23.59,False,True,False
22,0,0,24.25,64.6,0.0,0,0.529,0,0.0,0.0,22.89,False,True,False
1,1,0,30.47,64.9,0.0,0,0.469,0,1.0,1.0,25.683333333333334,False,True,False
4,1,0,32.81,42.3,0.0,0,0.423,5,1.0,0.0,29.176666666666666,False,True,False
7,1,0,32.71,49.6,0.0,0,0.425,2,0.0,1.0,31.99666666666667,False,True,False
10,1,0,30.29,44.0,0.0,0,0.34,0,0.0,0.0,31.936666666666667,False,True,False
13,1,0,25.45,66.0,4.89,1,0.589,0,1.0,1.0,29.483333333333334,False,True,False
16,1,0,21.82,75.0,0.0,0,0.368,0,1.0,0.0,25.853333333333335,False,True,False
19,1,0,21.74,74.0,1.74,1,0.726,2,1.0,0.0,23.00333333333333,False,True,False
22,1,0,25.13,75.9,0.0,0,0.584,1,0.0,0.0,22.896666666666665,False,True,False
1,2,0,32.38,57.3,0.0,0,0.46,1,0.0,0.0,26.416666666666668,False,True,False
4,2,0,31.63,47.1,0.0,0,0.385,0,0.0,1.0,29.713333333333335,False,True,False
7,2,0,32.66,51.2,0.0,0,0.378,0,1.0,1.0,32.223333333333336,False,True,False
10,2,0,30.96,53.5,0.5,1,0.541,1,1.0,0.0,31.75,False,True,False
13,2,0,26.65,60.2,0.82,1,0.619,1,0.0,0.0,30.09,False,True,False
16,2,0,23.77,64.9,0.0,0,0.429,1,0.0,1.0,27.126666666666665,False,True,False
19,2,0,20.18,73.6,0.13,1,0.726,0,0.0,0.0,23.53333333333333,False,True,False
22,2,0,25.0,72.7,0.41,1,0.694,1,1.0,0.0,22.983333333333334,False,True,False
1,3,0,28.92,53.3,0.0,0,0.28,1,0.0,1.0,24.700000000000003,False,True,False
4,3,0,32.63,51.4,1.91,1,0.536,0,0.0,0.0,28.849999999999998,False,True,False
7,3,0,35.7,47.6,3.28,1,0.529,1,1.0,0.0,32.416666666666664,False,True,False
10,3,0,31.89,51.6,0.0,0,0.409,1,0.0,1.0,33.406666666666666,False,True,False
13,3,0,25.61,65.8,0.0,0,0.385,2,0.0,0.0,31.066666666666666,False,True,False
16,3,0,23.59,66.3,0.0,0,0.389,1,0.0,0.0,27.03,False,True,False
19,3,0,21.21,72.9,0.0,0,0.557,1,0.0,0.0,23.47,False,True,False
22,3,0,24.88,60.3,1.6,1,0.765,5,0.0,1.0,23.22666666666667,False,True,False
1,4,0,30.27,54.4,0.0,0,0.42,0,0.0,1.0,25.453333333333333,False,True,False
4,4,0,33.4,52.7,0.0,0,0.387,0,1.0,0.0,29.516666666666666,False,True,False
7,4,0,34.24,39.7,0.0,0,0.399,0,1.0,0.0,32.63666666666666,False,True,False
10,4,0,30.78,52.3,0.0,0,0.416,0,1.0,1.0,32.806666666666665,False,True,False
13,4,0,27.59,63.5,0.0,0,0.41,0,1.0,1.0,30.87,False,True,False
16,4,0,22.8,69.8,0.0,0,0.449,0,1.0,1.0,27.05666666666666,False,True,False
19,4,0,22.04,72.4,2.17,1,0.691,0,1.0,0.0,24.14333333333333,False,True,False
22,4,0,26.15,70.9,2.91,1,0.682,2,1.0,0.0,23.663333333333327,False,True,False
1,5,1,29.52,54.1,0.0,0,0.53,2,0.0,0.0,25.903333333333332,False,True,False
4,5,1,33.99,50.9,0.0,0,0.514,0,0.0,1.0,29.886666666666667,False,True,False
7,5,1,35.24,54.9,0.0,0,0.534,3,1.0,1.0,32.916666666666664,False,True,False
10,5,1,29.2,46.1,0.0,0,0.381,0,0.0,0.0,32.809999999999995,False,True,False
13,5,1,26.12,61.3,0.0,0,0.464,1,1.0,0.0,30.186666666666664,False,True,False
16,5,1,22.83,78.7,6.51,1,0.646,0,0.0,0.0,26.049999999999994,False,True,False
19,5,1,24.27,71.8,0.0,0,0.6,1,1.0,1.0,24.406666666666663,False,True,False
22,5,1,25.55,67.8,0.0,0,0.529,4,0.0,0.0,24.216666666666658,False,True,False
1,6,1,28.96,61.0,0.37,1,0.536,2,0.0,0.0,26.259999999999994,False,True,False
4,6,1,35.62,49.6,0.0,0,0.296,0,0.0,1.0,30.043333333333333,False,True,False
7,6,1,34.09,39.8,3.68,1,0.539,1,1.0,0.0,32.88999999999999,False,True,False
10,6,1,30.91,51.5,1.27,1,0.659,3,0.0,0.0,33.54,False,True,False
13,6,1,27.12,66.1,0.0,0,0.449,0,0.0,0.0,30.706666666666667,False,True,False
16,6,1,22.34,71.3,0.0,0,0.428,0,1.0,0.0,26.789999999999996,False,True,False
19,6,1,21.98,69.4,1.38,1,0.734,1,1.0,0.0,23.813333333333333,False,True,False
22,6,1,25.76,68.1,0.0,0,0.634,2,0.0,0.0,23.359999999999996,False,True,False
1,0,0,28.79,55.0,0.0,0,0.322,0,0.0,1.0,25.509999999999994,False,True,False
4,0,0,32.54,40.4,0.0,0,0.454,3,1.0,1.0,29.02999999999999,False,True,False
7,0,0,34.11,43.0,0.0,0,0.494,0,0.0,1.0,31.813333333333322,False,True,False
10,0,0,31.56,53.7,0.59,1,0.619,1,1.0,1.0,32.73666666666666,False,True,False
13,0,0,23.12,72.5,0.0,0,0.523,0,0.0,1.0,29.59666666666666,False,True,False
16,0,0,24.32,78.4,0.0,0,0.293,0,1.0,1.0,26.333333333333325,False,True,False
19,0,0,23.07,81.4,0.0,0,0.428,1,1.0,1.0,23.503333333333327,False,True,False
22,0,0,26.76,59.6,0.0,0,0.558,0,0.0,0.0,24.716666666666658,False,True,False
1,1,0,29.54,53.4,0.0,0,0.373,0,1.0,0.0,26.45666666666666,False,True,False
4,1,0,32.35,42.1,2.02,1,0.657,0,1.0,1.0,29.549999999999994,False,True,False
7,1,0,35.0,45.6,0.0,0,0.338,0,1.0,0.0,32.29666666666666,False,True,False
10,1,0,31.18,64.3,0.0,0,0.407,0,1.0,1.0,32.84333333333333,False,True,False
13,1,0,24.34,70.8,0.55,1,0.534,0,1.0,0.0,30.17333333333333,False,True,False
